"FEATURE_ID","FEATURE_NAME","FEATURE_CLASS","STATE_ALPHA","STATE_NUMERIC","COUNTY_NAME","COUNTY_NUMERIC","PRIMARY_LAT_DMS","PRIM_LONG_DMS","PRIM_LAT_DEC","PRIM_LONG_DEC","SOURCE_LAT_DMS","SOURCE_LONG_DMS","SOURCE_LAT_DEC","SOURCE_LONG_DEC","ELEV_IN_M","ELEV_IN_FT","MAP_NAME","DATE_CREATED","DATE_EDITED","Town","Address"
2130930,"Pink Hill Police Department","Building","NC",37,"Lenoir",107,"350308N","0774440W",35.0523563,-77.7445481,NA,NA,NA,NA,43,141,"Pink Hill","8/24/2007","9/30/2015","Pink Hill","303 Central Ave, Pink Hill, NC 28572, USA"
2130934,"Rose Hill Police Department","Building","NC",37,"Duplin",61,"344928N","0780143W",34.824507,-78.0287246,NA,NA,NA,NA,30,98,"Rose Hill","8/24/2007","9/30/2015","Rose Hill","E Railroad St, Rose Hill, NC 28458, USA"
2130935,"Northwest Police Department","Building","NC",37,"Brunswick",19,"341901N","0780902W",34.3169737,-78.150599,NA,NA,NA,NA,17,56,"Acme","8/24/2007","9/30/2015","Leland","4889 Vernon Rd NE, Leland, NC 28451, USA"
2130940,"Brunswick County Sheriff's Office","Building","NC",37,"Brunswick",19,"340332N","0780950W",34.0589549,-78.1638275,NA,NA,NA,NA,12,39,"Bolivia","8/24/2007","9/30/2015","Bolivia","70 Stamp Act Dr NE, Bolivia, NC 28422, USA"
2130941,"Wayne County Sheriff's Office","Building","NC",37,"Wayne",191,"352252N","0775940W",35.3811991,-77.9943396,NA,NA,NA,NA,29,95,"Northeast Goldsboro","8/24/2007","9/30/2015","Goldsboro","112 S William St, Goldsboro, NC 27530, USA"
2130942,"Columbus County Sheriff's Administration","Building","NC",37,"Columbus",47,"342013N","0784307W",34.3368519,-78.7185651,NA,NA,NA,NA,25,82,"Whiteville","8/24/2007","9/30/2015","Whiteville","807 Washington St, Whiteville, NC 28472, USA"
2130943,"Morehead City Police Chief","Building","NC",37,"Carteret",31,"344313N","0764246W",34.72031,-76.71276,NA,NA,NA,NA,1,3,"Beaufort","8/24/2007","","Morehead City","200-298 S 8th St, Morehead City, NC 28557, USA"
2130944,"Fair Bluff Police Department","Building","NC",37,"Columbus",47,"341848N","0790212W",34.3133184,-79.0367817,NA,NA,NA,NA,19,62,"Fair Bluff","8/24/2007","9/30/2015","Fair Bluff","1175 Main St, Fair Bluff, NC 28439, USA"
2130945,"Goldsboro Police Department","Building","NC",37,"Wayne",191,"352250N","0775950W",35.3805956,-77.997137,NA,NA,NA,NA,32,105,"Northeast Goldsboro","8/24/2007","9/30/2015","Goldsboro","224 S Center St, Goldsboro, NC 27530, USA"
2130946,"Pinnacle Special Police","Building","NC",37,"New Hanover",129,"341403N","0774942W",34.2340314,-77.8282093,NA,NA,NA,NA,8,26,"Wrightsville Beach","8/24/2007","9/30/2015","Wilmington","1201-1205 Culbreth Dr, Wilmington, NC 28405, USA"
2130948,"Weldon Police Department","Building","NC",37,"Halifax",83,"362541N","0773545W",36.4280358,-77.5959417,NA,NA,NA,NA,23,75,"Weldon","8/24/2007","9/30/2015","Weldon","119 Washington Ave, Weldon, NC 27890, USA"
2130951,"Beulaville Police Department","Building","NC",37,"Duplin",61,"345531N","0774626W",34.925226,-77.773981,NA,NA,NA,NA,28,92,"Beulaville","8/24/2007","9/30/2015","Beulaville","111 W Quinn St, Beulaville, NC 28518, USA"
2130952,"Columbus County Sheriff's Office","Building","NC",37,"Columbus",47,"342013N","0784307W",34.3368605,-78.7185768,NA,NA,NA,NA,25,82,"Whiteville","8/24/2007","9/30/2015","Whiteville","807 Washington St, Whiteville, NC 28472, USA"
2130953,"Sampson County Sheriff's Office","Building","NC",37,"Sampson",163,"345933N","0781810W",34.9924396,-78.302841,NA,NA,NA,NA,47,154,"Clinton South","8/24/2007","9/30/2015","Clinton","112 Fontana St, Clinton, NC 28328, USA"
2130954,"Cape Carteret Police Department","Building","NC",37,"Carteret",31,"344121N","0770402W",34.6892276,-77.0672089,NA,NA,NA,NA,6,20,"Swansboro","8/24/2007","9/30/2015","Swansboro","204 WB McLean Dr, Cape Carteret, NC 28584, USA"
2130958,"Vanceboro Police Department","Building","NC",37,"Craven",49,"351754N","0770904W",35.2982056,-77.1510437,NA,NA,NA,NA,6,20,"Vanceboro","8/24/2007","9/30/2015","Vanceboro","7901 Main St, Vanceboro, NC 28586, USA"
2130959,"Roanoke Rapids Police Department","Building","NC",37,"Halifax",83,"362633N","0773856W",36.4424809,-77.6489741,NA,NA,NA,NA,44,144,"Roanoke Rapids","8/24/2007","","Roanoke Rapids","1382 Georgia Ave, Roanoke Rapids, NC 27870, USA"
2130960,"Ocean Isle Beach Police Department","Building","NC",37,"Brunswick",19,"335321N","0782616W",33.8890405,-78.4378957,NA,NA,NA,NA,4,13,"Shallotte","8/24/2007","9/30/2015","Ocean Isle Beach","2 W 3rd St, Ocean Isle Beach, NC 28469, USA"
2130961,"Holden Beach Police Department","Building","NC",37,"Brunswick",19,"335452N","0781612W",33.9145573,-78.2701165,NA,NA,NA,NA,4,13,"Holden Beach","8/24/2007","9/30/2015","Supply","Brunswick Ave W, Holden Beach, NC 28462, USA"
2130969,"New Bern Police Department","Building","NC",37,"Craven",49,"350638N","0770241W",35.1106566,-77.0446324,NA,NA,NA,NA,4,13,"New Bern","8/24/2007","9/30/2015","New Bern","601 George St, New Bern, NC 28560, USA"
2130972,"Kinston Police Department","Building","NC",37,"Lenoir",107,"351531N","0773442W",35.2584745,-77.578345,NA,NA,NA,NA,13,43,"Kinston","8/24/2007","9/30/2015","Kinston","207 E King St, Kinston, NC 28501, USA"
2130973,"North Carolina State Highway Patrol Troop C District 8","Building","NC",37,"Halifax",83,"362412N","0773850W",36.4034262,-77.6472879,NA,NA,NA,NA,48,157,"Roanoke Rapids","8/24/2007","9/30/2015","Roanoke Rapids","26 3 Bridges Rd, Roanoke Rapids, NC 27870, USA"
2130974,"Whitakers Police Department","Building","NC",37,"Nash",127,"360627N","0774243W",36.1075557,-77.7118708,NA,NA,NA,NA,39,128,"Whitakers","8/24/2007","9/30/2015","Whitakers","300-398 NW Railroad St, Whitakers, NC 27891, USA"
2130975,"Shallotte Police Department","Building","NC",37,"Brunswick",19,"335829N","0782252W",33.9747504,-78.3811519,NA,NA,NA,NA,7,23,"Shallotte","8/24/2007","9/30/2015","Shallotte","114 Cheers St, Shallotte, NC 28470, USA"
2130976,"Swansboro Police Department","Building","NC",37,"Onslow",133,"344121N","0770716W",34.6890565,-77.1211247,NA,NA,NA,NA,10,33,"Swansboro","8/24/2007","9/30/2015","Swansboro","107 Webb St, Swansboro, NC 28584, USA"
2130977,"Weldon Police Department","Building","NC",37,"Halifax",83,"361945N","0773522W",36.3290732,-77.5895309,NA,NA,NA,NA,40,131,"Halifax","8/24/2007","9/30/2015","Halifax","5 W Pittsylvania St, Halifax, NC 27839, USA"
2130980,"Grifton Police Department Non Emergency","Building","NC",37,"Pitt",147,"352232N","0772620W",35.3754253,-77.4389336,NA,NA,NA,NA,11,36,"Ayden","8/24/2007","","Grifton","387-429 Queen St, Grifton, NC 28530, USA"
2130981,"Yaupon Police Department","Building","NC",37,"Brunswick",19,"335432N","0780428W",33.9088153,-78.0743768,NA,NA,NA,NA,4,13,"Southport","8/24/2007","","Oak Island","100-198 E Oak Island Dr, Oak Island, NC 28465, USA"
2130983,"Pitt County Sheriff's Office","Building","NC",37,"Pitt",147,"353650N","0772222W",35.6137925,-77.3728193,NA,NA,NA,NA,18,59,"Greenville SE","8/24/2007","9/30/2015","Greenville","100 W 3rd St, Greenville, NC 27858, USA"
2130986,"Pamlico County Sheriff's Office","Building","NC",37,"Pamlico",137,"350837N","0764612W",35.1436158,-76.7701281,NA,NA,NA,NA,3,10,"Bayboro","8/24/2007","9/30/2015","Bayboro","200 Main St, Bayboro, NC 28515, USA"
2130987,"Roanoke Rapids Police Department","Building","NC",37,"Halifax",83,"362716N","0773927W",36.4544853,-77.6575372,NA,NA,NA,NA,53,174,"Roanoke Rapids","8/24/2007","9/30/2015","Roanoke Rapids","28 E 11th St, Roanoke Rapids, NC 27870, USA"
2130990,"Maysville Police Department","Building","NC",37,"Jones",103,"345422N","0771354W",34.9060789,-77.2317201,NA,NA,NA,NA,12,39,"Maysville","8/24/2007","9/30/2015","Maysville","402 Main St, Maysville, NC 28555, USA"
2130991,"River Bend Police Department","Building","NC",37,"Craven",49,"350422N","0770855W",35.0728141,-77.1485027,NA,NA,NA,NA,3,10,"Pollocksville","8/24/2007","9/30/2015","New Bern","45 Shoreline Dr, New Bern, NC 28562, USA"
2130992,"Winterville Police Department","Building","NC",37,"Pitt",147,"353142N","0772406W",35.5283171,-77.4017201,NA,NA,NA,NA,21,69,"Greenville SW","8/24/2007","9/30/2015","Winterville","2593 Railroad St, Winterville, NC 28590, USA"
2130994,"Scotland Neck Police Department","Building","NC",37,"Halifax",83,"360748N","0772515W",36.1300029,-77.4209575,NA,NA,NA,NA,31,102,"Scotland Neck","8/24/2007","9/30/2015","Scotland Neck","115-199 E 11th St, Scotland Neck, NC 27874, USA"
2130995,"Enfield Police Department","Building","NC",37,"Halifax",83,"361050N","0773958W",36.1806541,-77.6660125,NA,NA,NA,NA,32,105,"Enfield","8/24/2007","9/30/2015","Enfield","101 Whitfield St, Enfield, NC 27823, USA"
2130997,"Pikeville Police Department","Building","NC",37,"Wayne",191,"353005N","0775905W",35.501402,-77.9846489,NA,NA,NA,NA,43,141,"Fremont","8/24/2007","9/30/2015","Pikeville","100 W Smith St, Pikeville, NC 27863, USA"
2130999,"Lake Waccamaw Police Department","Building","NC",37,"Columbus",47,"341910N","0783122W",34.3193291,-78.52277,NA,NA,NA,NA,18,59,"Lake Waccamaw West","8/24/2007","9/30/2015","Lake Waccamaw","200-206 Nancy St, Lake Waccamaw, NC 28450, USA"
2131001,"Kure Beach Police Department","Building","NC",37,"New Hanover",129,"340211N","0775404W",34.0364815,-77.9010033,NA,NA,NA,NA,5,16,"Carolina Beach","8/24/2007","","Carolina Beach","518 Raleigh Ave, Carolina Beach, NC 28428, USA"
2131002,"Greenville Police Department","Building","NC",37,"Pitt",147,"353640N","0772232W",35.6112313,-77.3756339,NA,NA,NA,NA,15,49,"Greenville SW","8/24/2007","9/30/2015","Greenville","506 S Greene St, Greenville, NC 27834, USA"
2131006,"Halifax County Sheriff's Office","Building","NC",37,"Halifax",83,"361913N","0773521W",36.3203551,-77.5892765,NA,NA,NA,NA,30,98,"Halifax","8/24/2007","9/30/2015","Halifax","26 Camilla Ln, Halifax, NC 27839, USA"
2131008,"Jones County Sheriff's Office","Building","NC",37,"Jones",103,"350347N","0772112W",35.0631402,-77.3532388,NA,NA,NA,NA,9,30,"Trenton","8/24/2007","9/30/2015","Trenton","101 Market St, Trenton, NC 28585, USA"
2131012,"Emerald Isle Police Department","Building","NC",37,"Carteret",31,"344001N","0770137W",34.6668599,-77.0269937,NA,NA,NA,NA,5,16,"Swansboro","8/24/2007","9/30/2015","Emerald Isle","7500 Emerald Dr, Emerald Isle, NC 28594, USA"
2131013,"Duplin County Sheriff's Office","Building","NC",37,"Duplin",61,"345749N","0775742W",34.9636993,-77.9615515,NA,NA,NA,NA,38,125,"Kenansville","8/24/2007","9/30/2015","Kenansville","112 Hill St, Kenansville, NC 28349, USA"
2131014,"Wilmington Police Department","Building","NC",37,"New Hanover",129,"341511N","0775630W",34.2529276,-77.9416621,NA,NA,NA,NA,6,20,"Castle Hayne","8/24/2007","9/30/2015","Wilmington","615 Bess St, Wilmington, NC 28401, USA"
2131015,"Jacksonville Police Department","Building","NC",37,"Onslow",133,"344514N","0772547W",34.7538312,-77.4297155,NA,NA,NA,NA,5,16,"Jacksonville North","8/24/2007","9/30/2015","Jacksonville","116 Marine Blvd, Jacksonville, NC 28540, USA"
2131017,"Whiteville Police Department","Building","NC",37,"Columbus",47,"341936N","0784207W",34.3265771,-78.7020568,NA,NA,NA,NA,21,69,"Whiteville","8/24/2007","9/30/2015","Whiteville","117 E Columbus St, Whiteville, NC 28472, USA"
2131018,"Enfield Police Department","Building","NC",37,"Halifax",83,"362643N","0774156W",36.4451979,-77.6989803,NA,NA,NA,NA,69,226,"Roanoke Rapids","8/24/2007","9/30/2015","Roanoke Rapids","64 Kingston St, Roanoke Rapids, NC 27870, USA"
2131030,"Rocky Mount Police Department","Building","NC",37,"Nash",127,"355623N","0774755W",35.9397774,-77.7987423,NA,NA,NA,NA,34,112,"Rocky Mount","8/24/2007","9/30/2015","Rocky Mount","330 S Church St, Rocky Mount, NC 27804, USA"
2131031,"North Carolina State Highway Patrol Troop C District 1","Building","NC",37,"Nash",127,"360006N","0774626W",36.00175,-77.7739821,NA,NA,NA,NA,30,98,"Drake","8/24/2007","9/30/2015","Rocky Mount","2617 N Wesleyan Blvd, Rocky Mount, NC 27804, USA"
2131035,"Fountain Police Department","Building","NC",37,"Pitt",147,"354024N","0773832W",35.6733881,-77.64209,NA,NA,NA,NA,34,112,"Fountain","8/24/2007","","Fountain","6818-6822 W Wilson St, Fountain, NC 27829, USA"
2131036,"North Carolina State Highway Patrol Troop A Headquarters","Building","NC",37,"Pitt",147,"353612N","0772025W",35.6034336,-77.3403805,NA,NA,NA,NA,13,43,"Greenville SE","8/24/2007","9/30/2015","Greenville","2800-2902 E 5th St, Greenville, NC 27858, USA"
2131037,"Farmville Police Department","Building","NC",37,"Pitt",147,"353611N","0773441W",35.6031131,-77.5779767,NA,NA,NA,NA,18,59,"Farmville","8/24/2007","","Farmville","723-799 N Main St, Farmville, NC 27828, USA"
2131038,"North Carolina State Bureau Investigation","Building","NC",37,"Pitt",147,"353459N","0772141W",35.5831479,-77.3613143,NA,NA,NA,NA,22,72,"Greenville SE","8/24/2007","9/15/2010","Greenville","2400 Charles Blvd, Greenville, NC 27858, USA"
2131039,"Federal Bureau Investigation","Building","NC",37,"Pitt",147,"353508N","0772151W",35.5856775,-77.3642675,NA,NA,NA,NA,20,66,"Greenville SE","8/24/2007","9/15/2010","Greenville","2200 Charles Blvd, Greenville, NC 27858, USA"
2131041,"Pitt County Sheriff's Office","Building","NC",37,"Pitt",147,"353647N","0772336W",35.6131873,-77.3934029,NA,NA,NA,NA,17,56,"Greenville SW","8/24/2007","","Greenville","1700 W 5th St, Greenville, NC 27834, USA"
2131045,"Eureka Police Department","Building","NC",37,"Wayne",191,"353230N","0775236W",35.5416503,-77.876614,NA,NA,NA,NA,38,125,"Fremont","8/24/2007","9/30/2015","Fremont","103 W Main St, Eureka, NC 27830, USA"
2131046,"North Carolina State Highway Patrol Troop C District 5 Substation","Building","NC",37,"Greene",79,"352719N","0774011W",35.4553037,-77.6698461,NA,NA,NA,NA,16,52,"Snow Hill","8/24/2007","9/30/2015","Snow Hill","301 N Greene St, Snow Hill, NC 28580, USA"
2131047,"North Carolina State Highway Patrol Troop A District 6","Building","NC",37,"Craven",49,"350650N","0770410W",35.1139476,-77.0693193,NA,NA,NA,NA,5,16,"New Bern","8/24/2007","9/30/2015","New Bern","2106 Neuse Blvd, New Bern, NC 28560, USA"
2131048,"US Marshal","Building","NC",37,"Craven",49,"350600N","0770128W",35.1001151,-77.0243849,NA,NA,NA,NA,0,0,"New Bern","8/24/2007","","New Bern","NC-55, New Bern, NC 28560, USA"
2131049,"US Military Police","Building","NC",37,"Craven",49,"345355N","0765250W",34.8986155,-76.8806888,NA,NA,NA,NA,8,26,"Havelock","8/24/2007","","Havelock","A St, Havelock, NC 28532, USA"
2131050,"Police Neighborhood Resource","Building","NC",37,"Craven",49,"350640N","0770301W",35.1109828,-77.0503407,NA,NA,NA,NA,4,13,"New Bern","8/24/2007","","New Bern","292 Hamilton Dr, New Bern, NC 28560, USA"
2131051,"Federal Bureau Investigation","Building","NC",37,"New Hanover",129,"341138N","0775508W",34.1938644,-77.918991,NA,NA,NA,NA,17,56,"Wilmington","8/24/2007","9/15/2010","Wilmington","1755-1819 US-117, Wilmington, NC 28403, USA"
2131052,"US Marshals Services","Building","NC",37,"New Hanover",129,"341411N","0775659W",34.2363157,-77.9497628,NA,NA,NA,NA,1,3,"Wilmington","8/24/2007","9/15/2010","Wilmington","2 Princess St, Wilmington, NC 28401, USA"
2131053,"New Hanover County Sheriff's Office","Building","NC",37,"New Hanover",129,"341411N","0775645W",34.2365118,-77.9457125,NA,NA,NA,NA,8,26,"Wilmington","8/24/2007","9/30/2015","Wilmington","316 Princess St, Wilmington, NC 28401, USA"
2131054,"Southport Police Department","Building","NC",37,"Brunswick",19,"335508N","0780105W",33.9189851,-78.018023,NA,NA,NA,NA,5,16,"Southport","8/24/2007","9/30/2015","Southport","109 N Davis St, Southport, NC 28461, USA"
2131055,"Oak Island Police Department","Building","NC",37,"Brunswick",19,"335447N","0780658W",33.9130575,-78.11612,NA,NA,NA,NA,4,13,"Southport","8/24/2007","9/30/2015","Oak Island","4621 E Oak Island Dr, Oak Island, NC 28465, USA"
2131059,"Chadbourn Police Department","Building","NC",37,"Columbus",47,"341940N","0784934W",34.3278622,-78.82607,NA,NA,NA,NA,30,98,"Chadbourn","8/24/2007","9/30/2015","Chadbourn","602 N Brown St, Chadbourn, NC 28431, USA"
2131060,"North Carolina State Highway Patrol Troop B District 5","Building","NC",37,"Columbus",47,"342011N","0784322W",34.3363157,-78.7226823,NA,NA,NA,NA,25,82,"Whiteville","8/24/2007","9/30/2015","Whiteville","917 Washington St, Whiteville, NC 28472, USA"
2131061,"Oriental Police Department","Building","NC",37,"Pamlico",137,"350143N","0764142W",35.0287049,-76.6948847,NA,NA,NA,NA,3,10,"Oriental","8/24/2007","9/15/2010","Oriental","602 Broad St, Oriental, NC 28571, USA"
2131062,"North Carolina State Highway Patrol Troop A District 8","Building","NC",37,"Carteret",31,"344430N","0764917W",34.7415763,-76.8213511,NA,NA,NA,NA,6,20,"Mansfield","8/24/2007","9/30/2015","Morehead City","5343-5349 Arendell St, Morehead City, NC 28557, USA"
2131063,"Newport Police Department","Building","NC",37,"Carteret",31,"344712N","0765138W",34.7866287,-76.860436,NA,NA,NA,NA,5,16,"Newport","8/24/2007","","Newport","111 Howard Blvd, Newport, NC 28570, USA"
2131064,"Duplin County Sheriff's Office","Building","NC",37,"Duplin",61,"350913N","0780616W",35.1536603,-78.1045311,NA,NA,NA,NA,49,161,"Mount Olive","8/24/2007","9/15/2010","Mt Olive","110 NE Center St, Calypso, NC 28325, USA"
2131065,"North Carolina State Highway Patrol Troop B District 4","Building","NC",37,"Duplin",61,"345744N","0775732W",34.9621038,-77.9589911,NA,NA,NA,NA,34,112,"Kenansville","8/24/2007","9/30/2015","Kenansville","133 Routledge Rd, Kenansville, NC 28349, USA"
2131066,"Sheriff Department Sub Station","Building","NC",37,"Duplin",61,"350913N","0780618W",35.1537051,-78.1048979,NA,NA,NA,NA,49,161,"Mount Olive","8/24/2007","","Mt Olive","104 NE Center St, Calypso, NC 28325, USA"
2131067,"North Carolina State Highway Patrol Troop B District 2","Building","NC",37,"Sampson",163,"350059N","0781957W",35.0165028,-78.3324151,NA,NA,NA,NA,43,141,"Clinton North","8/24/2007","9/30/2015","Clinton","475-493 North Blvd, Clinton, NC 28328, USA"
2131068,"Bureau of Investigation","Building","NC",37,"Sampson",163,"345951N","0781922W",34.9974098,-78.3227396,NA,NA,NA,NA,46,151,"Clinton South","8/24/2007","","Clinton","124 E Elizabeth St, Clinton, NC 28328, USA"
2131069,"Clinton Police Department","Building","NC",37,"Sampson",163,"345946N","0781917W",34.9961559,-78.3213119,NA,NA,NA,NA,46,151,"Clinton South","8/24/2007","","Clinton","221-318 Lisbon St, Clinton, NC 28328, USA"
2131070,"North Carolina State Highway Patrol Troop C District 2","Building","NC",37,"Wayne",191,"352355N","0780006W",35.3985064,-78.0016865,NA,NA,NA,NA,27,89,"Northwest Goldsboro","8/24/2007","9/30/2015","Goldsboro","701 W Grantham St, Goldsboro, NC 27530, USA"
2131071,"North Carolina State Highway Patrol Troop B District 4 Substation","Building","NC",37,"Pender",141,"343308N","0775530W",34.5523306,-77.925131,NA,NA,NA,NA,15,49,"Burgaw","8/24/2007","9/30/2015","Burgaw","104 N Walker St, Burgaw, NC 28425, USA"
2131072,"Kure Beach Police Department","Building","NC",37,"New Hanover",129,"340000N","0775437W",33.9999574,-77.910284,NA,NA,NA,NA,7,23,"Kure Beach","8/24/2007","9/30/2015","Kure Beach","S 7th Ave, Kure Beach, NC 28449, USA"
2131073,"Carolina Beach Police Department","Building","NC",37,"New Hanover",129,"340210N","0775331W",34.0360449,-77.8920371,NA,NA,NA,NA,1,3,"Carolina Beach","8/24/2007","","Carolina Beach","218 Canal Dr, Carolina Beach, NC 28428, USA"
2131074,"North Carolina State Highway Patrol Troop B District 6","Building","NC",37,"New Hanover",129,"341534N","0774955W",34.2593372,-77.8320768,NA,NA,NA,NA,14,46,"Scotts Hill","8/24/2007","9/30/2015","Wilmington","1 Station Rd, Wilmington, NC 28405, USA"
2402403,"Delway Census Designated Place","Census","NC",37,"Sampson",163,"344837N","0781301W",34.8102666,-78.2169356,NA,NA,NA,NA,39,128,"Delway","3/10/2008","8/19/2015","Magnolia","12301 Taylors Bridge Hwy, Magnolia, NC 28453, USA"
2402435,"East Rockingham Census Designated Place","Census","NC",37,"Richmond",153,"345442N","0794558W",34.9115385,-79.7660231,NA,NA,NA,NA,90,295,"Rockingham","3/10/2008","8/18/2015","Rockingham","999 Hannah Pickett Ave, Rockingham, NC 28379, USA"
2402453,"Elroy Census Designated Place","Census","NC",37,"Wayne",191,"351951N","0775521W",35.3307933,-77.922521,NA,NA,NA,NA,35,115,"Southeast Goldsboro","3/10/2008","8/18/2015","Goldsboro","537-599 NC-111, Goldsboro, NC 27534, USA"
2402469,"Fairfield Harbour Census Designated Place","Census","NC",37,"Craven",49,"350410N","0765734W",35.0694194,-76.9593696,NA,NA,NA,NA,4,13,"Upper Broad Creek","3/10/2008","8/19/2015","New Bern","904 Crane Dr, New Bern, NC 28560, USA"
2402476,"Fearrington Village Census Designated Place","Census","NC",37,"Chatham",37,"354758N","0790454W",35.7995483,-79.0817381,NA,NA,NA,NA,134,440,"Farrington","3/10/2008","8/18/2015","","575-595 Weathersfield, Pittsboro, NC 27312, USA"
2402539,"Gorman Census Designated Place","Census","NC",37,"Durham",63,"360230N","0784833W",36.0417865,-78.8091167,NA,NA,NA,NA,100,328,"Northeast Durham","3/10/2008","8/18/2015","Durham","3522 Gooch Rd, Durham, NC 27704, USA"
2402561,"Half Moon Census Designated Place","Census","NC",37,"Onslow",133,"344947N","0772733W",34.8298171,-77.4591806,NA,NA,NA,NA,10,33,"Jacksonville North","3/10/2008","8/19/2015","Jacksonville","4730 Gum Branch Rd, Jacksonville, NC 28540, USA"
2402566,"Harkers Island Census Designated Place","Census","NC",37,"Carteret",31,"344158N","0763331W",34.6993796,-76.5587006,NA,NA,NA,NA,2,7,"Harkers Island","3/10/2008","8/19/2015","Harkers Island","224 Old Ferry Dock Rd, Harkers Island, NC 28531, USA"
2402585,"Hightsville Census Designated Place","Census","NC",37,"New Hanover",129,"341600N","0775603W",34.2666817,-77.9342345,NA,NA,NA,NA,1,3,"Castle Hayne","3/10/2008","8/18/2015","Wilmington","1539 Castle Hayne Rd, Wilmington, NC 28401, USA"
2402614,"Ingold Census Designated Place","Census","NC",37,"Sampson",163,"344953N","0782059W",34.8312676,-78.3496875,NA,NA,NA,NA,32,105,"Ingold","3/10/2008","8/19/2015","Clinton","155-161 Tranquil Ln, Clinton, NC 28328, USA"
2402625,"Ivanhoe Census Designated Place","Census","NC",37,"Sampson",163,"343513N","0781440W",34.5870669,-78.2445,NA,NA,NA,NA,21,69,"Atkinson","3/10/2008","8/19/2015","Ivanhoe","72-198 Bittersweet Ln, Ivanhoe, NC 28447, USA"
2402629,"James City Census Designated Place","Census","NC",37,"Craven",49,"350326N","0770033W",35.057175,-77.0091216,NA,NA,NA,NA,7,23,"New Bern","3/10/2008","8/18/2015","New Bern","3015 Neuse River Dr, New Bern, NC 28560, USA"
2402672,"Bayshore Census Designated Place","Census","NC",37,"New Hanover",129,"341721N","0774809W",34.2892271,-77.8025518,NA,NA,NA,NA,9,30,"Scotts Hill","3/10/2008","8/18/2015","Wilmington","7858 Raintree Rd, Wilmington, NC 28411, USA"
2402703,"Bonnetsville Census Designated Place","Census","NC",37,"Sampson",163,"345957N","0782346W",34.9992801,-78.3961413,NA,NA,NA,NA,49,161,"Bonnetsville","3/10/2008","8/19/2015","Clinton","465-841 N Peavine Rd, Clinton, NC 28328, USA"
2402714,"Brices Creek Census Designated Place","Census","NC",37,"Craven",49,"350302N","0770504W",35.0504768,-77.0844266,NA,NA,NA,NA,8,26,"New Bern","3/10/2008","8/19/2015","New Bern","Unnamed Road, New Bern, NC 28562, USA"
2402718,"Brogden Census Designated Place","Census","NC",37,"Wayne",191,"351746N","0780130W",35.2961458,-78.0250485,NA,NA,NA,NA,46,151,"Southwest Goldsboro","3/10/2008","8/18/2015","Dudley","101-199 Kornegay Dr, Dudley, NC 28333, USA"
2402731,"Buies Creek Census Designated Place","Census","NC",37,"Harnett",85,"352445N","0784411W",35.4126338,-78.7362959,NA,NA,NA,NA,65,213,"Coats","3/10/2008","8/18/2015","Lillington","340 Main St, Buies Creek, NC 27506, USA"
2402738,"Butner Census Designated Place (historical)","Census","NC",37,"Granville",77,"360804N","0784608W",36.1345596,-78.769024,NA,NA,NA,NA,107,351,"Lake Michie","3/10/2008","4/21/2008","Butner","502 W E St, Butner, NC 27509, USA"
2402752,"Castle Hayne Census Designated Place","Census","NC",37,"New Hanover",129,"342130N","0775441W",34.3582591,-77.9113566,NA,NA,NA,NA,3,10,"Castle Hayne","3/10/2008","8/19/2015","Castle Hayne","3522 Lynn Ave, Castle Hayne, NC 28429, USA"
2402834,"Sea Breeze Census Designated Place","Census","NC",37,"New Hanover",129,"340410N","0775347W",34.0695788,-77.8963611,NA,NA,NA,NA,4,13,"Carolina Beach","3/10/2008","8/18/2015","Wilmington","7481-7499 Carolina Beach Rd, Wilmington, NC 28409, USA"
2402835,"Seagate Census Designated Place (historical)","Census","NC",37,"New Hanover",129,"341202N","0775029W",34.2005111,-77.8413912,NA,NA,NA,NA,8,26,"Wrightsville Beach","3/10/2008","","Wilmington","6391 Greenville Loop Rd, Wilmington, NC 28409, USA"
2402839,"Seven Lakes Census Designated Place","Census","NC",37,"Moore",125,"351553N","0793511W",35.264715,-79.5864782,NA,NA,NA,NA,189,620,"Zion Grove","3/10/2008","8/19/2015","West End","4295 NC-211, Seven Lakes, NC 27376, USA"
2402855,"Silver Lake Census Designated Place","Census","NC",37,"New Hanover",129,"340827N","0775432W",34.1409208,-77.9089437,NA,NA,NA,NA,5,16,"Wilmington","3/10/2008","8/18/2015","Wilmington","606 Lorraine Cir, Wilmington, NC 28412, USA"
2402858,"Skippers Corner Census Designated Place","Census","NC",37,"New Hanover",129,"341945N","0775451W",34.3292088,-77.9140419,NA,NA,NA,NA,8,26,"Castle Hayne","3/10/2008","8/18/2015","Castle Hayne","202 Goff Dr, Castle Hayne, NC 28429, USA"
2402862,"Sneads Ferry Census Designated Place","Census","NC",37,"Onslow",133,"343323N","0772257W",34.5563588,-77.3823757,NA,NA,NA,NA,9,30,"Sneads Ferry","3/10/2008","8/18/2015","Sneads Ferry","145 Lawndale Ln, Sneads Ferry, NC 28460, USA"
2402872,"South Henderson Census Designated Place","Census","NC",37,"Vance",181,"361812N","0782419W",36.3034592,-78.4053507,NA,NA,NA,NA,156,512,"Henderson","3/10/2008","8/18/2015","Henderson","316 Lincoln Ave, Henderson, NC 27536, USA"
