"name","address","city","state","zip_code","program_code","lat","lng","fips_county"
"Faith Developmental Community","655 Sussex Street","Kinston","NC","28501","CHILDREN",34.785897,-77.434703,37133
"Rose Hill Free Will Baptist","6236 County Home Road","Winterville","NC","28590","BP",35.497457,-77.352888,37147
"Rose Hill Free Will Baptist","6236 County Home Road","Winterville","NC","28590","ELDERLY NU",35.497457,-77.352888,37147
"United Missionary","907 Main Street","New Bern","NC","28561","SOUP KITCH",34.900076,-77.231598,37103
"United Community Ministries","341 McDonald Street","Rocky Mount","NC","27802","FOODPANTRY",35.57489,-77.274602,37147
"United Community Ministries","341 McDonald Street","Rocky Mount","NC","27802","SOUP KITCH",35.57489,-77.274602,37147
"United Community Ministries","341 McDonald Street","Rocky Mount","NC","27802","SHELTER",35.57489,-77.274602,37147
"Kingdom Care, Inc.","1701 Staton Mill Road","Greenville","NC","27836","FOODPANTRY",35.685737,-77.35979,37147
"Kingdom Care, Inc.","1701 Staton Mill Road","Greenville","NC","27836","SOUP KITCH",35.685737,-77.35979,37147
"Coats Methodist Church","288 East South Street","Coats","NC","27521","SOUP KITCH",35.403026,-78.667964,37085
"Coats Methodist Church","288 East South Street","Coats","NC","27521","FOODPANTRY",35.403026,-78.667964,37085
"New Hope Community Outreach","504 Main Street","Maysville","NC","28555","MOBILE FP",34.905008,-77.231522,37103
"Better Days Ministries","2245 Garner Rd.","Raleigh","NC","27601","OTHER",35.765679,-78.631524,37183
"Open Door Management, Inc","1675 Halltown Road","Jacksonville","NC","28546","AFTER SCH",34.77336,-77.355759,37133
"Staton Mill Road Community","1251 Fleming School Rd","Greenville","NC","27834","ELDERLY NU",35.658345,-77.391351,37147
"Staton Mill Road Community","1251 Fleming School Rd","Greenville","NC","27834","MOBILE FP",35.658345,-77.391351,37147
"Church of God","4004 Main Street","Tarboro","NC","27886","MOBILE FP",35.9266,-77.583809,37065
"Ebenezer Missionary Baptist","625 Raleigh Rd","Rocky Mount","NC","27802","AFTER SCH",35.935062,-77.807199,37127
"Ebenezer Missionary Baptist","625 Raleigh Road","Rocky Mount","NC","27802","SOUP KITCH",35.935062,-77.807199,37127
"Word of Faith Ministries Food","1288 N NC 11-903","Kenansville","NC","28349","MOBILE FP",34.623373,-78.609645,37017
"Word of Faith Ministries Food","336 Cooper Street","Kenansville","NC","28349","FOODPANTRY",34.96388,-77.971615,37061
"Peletah Ministries","2305 Neuse Blvd","New Bern","NC","28560","FOODPANTRY",35.115523,-77.072652,37049
"Peletah Ministries","2305 neuse Blvd.","New Bern","NC","28560","FOODPANTRY",35.115523,-77.072652,37049
"Peletah Ministries","2305 Neuse Blvd","New Bern","NC","28560","AFTER SCH",35.115523,-77.072652,37049
"Freedom Family Foundation","Dickinson Avenue","Greenville","NC","27834","MOBILE FP",35.609986,-77.3752,37147
"Rockingham District","12th 3rd Street","East Laurinburg","NC","28352","AFTER SCH",34.768789,-79.44735,37165
"Rey de Reyes Pentecostal","2109 Daly Waldrop Road","Kinston","NC","28501","MOBILE FP",35.293268,-77.645546,37107
"Freedom Family Foundation","601 West Road","Kinston","NC","28501","MOBILE FP",35.267891,-77.593914,37107
"Hearts For Children Intl.","14705 New Light Rd","Wake Forest","NC","27587","OTHER",36.004443,-78.663162,37183
"Area Day Reporting Program for","Jasper Hayes Omega Center","New Bern","NC","28560","FOODPANTRY",35.106704,-77.072719,37049
"Abundant Life Church","2965 Forest Hills Road","Wilson","NC","27893","SEASONAL",35.702846,-77.949651,37195
"Abundant Life Church","921 Carolina Street","Wilson","NC","27893","DAY CARE",35.720851,-77.902631,37195
"Lighthouse Christian","9856 Highway 210","Four Oaks","NC","27524","SOUP KITCH",35.509126,-78.518149,37101
"Lighthouse Christian","5058 Highway 701","Four Oaks","NC","27524","FOODPANTRY",35.375074,-78.366751,37101
"Mt. Hebron Seventh Day","700 S. Penders Street","Wilson","NC","27893","CHILDREN",36.43419,-77.609939,37083
"Mt. Hebron SDA Church","700 S. Pender Street","Wilson","NC","27893","SOUP KITCH",35.714265,-77.905811,37195
"Calvary Baptist Church","119 Bunch Road","Beaufort","NC","28516","MOBILE FP",34.733477,-76.65056,37031
"Calvary Baptist Church","119 Bunch Road","Beaufort","NC","28516","SOUP KITCH",34.733477,-76.65056,37031
"Armor of God Christian Church","4051 S. Memorial Drive, Suite","Winterville","NC","28590","DAY CARE",35.553874,-77.405872,37147
"Armor of God Christian Church","1400 W 5th Street","Greenville","NC","27834","FOODPANTRY",35.612988,-77.388689,37147
"Armor of God Christian Church","2648 Mill Street","Winterville","NC","28590","FOODPANTRY",35.526544,-77.403433,37147
"DD-Ministerios Guerreros De","1800 N. Roxboro Street","Durham","NC","27701","DIRECT DST",36.012895,-78.89096,37063
"Churches Outreach  Network","7406 Main Street","Bethel","NC","27812","FOODPANTRY",35.809768,-77.373347,37147
"Churches Outreach  Network","7406 Main Street","Bethel","NC","27812","ELDERLY NU",35.809768,-77.373347,37147
"Churches Outreach Network","700 Albemarle Avenue","Greenville","NC","27834","ELDERLY NU",35.609819,-77.380204,37147
"Churches Outreach Network","2921 Briery Swamp Rd.","Stokes","NC","27884","ELDERLY NU",35.712104,-77.239227,37147
"Churches Outreach Network","2921 Briery Swamp Rd.","Stokes","NC","27884","FOODPANTRY",35.712104,-77.239227,37147
"DD-Word Harvest International","2403 Lednum Street","Durham","NC","27709","DIRECT DST",36.028005,-78.909768,37063
"Open Door Ministry of Faith","740 Planters Street","Rocky Mount","NC","27801","SOUP KITCH",35.928723,-77.788073,37065
"Mount Calvary Grace & Mercy","411 Watauga Avenue","Greenville","NC","27834","SOUP KITCH",35.605831,-77.38963,37147
"Inter-Generational Community","1100 Ward Street","Greenville","NC","27834","AFTER SCH",35.613737,-77.385142,37147
"The Way of the Cross Outreach","64 Craigmont Avenue","Roanoke Rapids","NC","27870","SOUP KITCH",36.447026,-77.699311,37083
"Project Anna, Inc","120 S. Skinner Street","Greenville","NC","27834","MOBILE FP",35.602526,-77.388011,37147
"Living Waters Ministries of","7421 US Hwy 258 South","Pinetops","NC","27864","FOODPANTRY",35.806649,-77.588915,37065
"Mt. Carmel, Inc. HELPS","2542 Onslow Drive","Jacksonville","NC","28540","FOODPANTRY",34.764243,-77.418831,37133
"Mt. Carmel, Inc. HELPS Shelter","405 Country Club Drive","Jacksonville","NC","28540","SHELTER",34.856518,-77.4958,37133
"Mt. Carmel, Inc. HELPS","19 East Doris Avenue","Jacksonville","NC","28540","MOBILE FP",34.7775,-77.42822,37133
"Mt. Carmel, Inc. HELPS","237-2 New River Drive","Jacksonville","NC","28546","SOUP KITCH",34.74759,-77.409865,37133
"Mt. Carmel, Inc. HELPS","201 New Bridges Street","Jacksonvile","NC","28540","OTHER",35.113698,-76.956665,37049
"The Word Became Flesh","1401 Goldsboro Street","Wilson","NC","27894","GROUP HOME",35.712664,-77.924872,37195
"Just a Clean House","400 Raynor St.","Durham","NC","27704","GROUP HOME",35.988723,-78.873314,37063
"Just a Clean House","1917 Taylor St.","Durham","NC","27704","GROUP HOME",35.988944,-78.878084,37063
"Just a Clean House","2511 Stephenson St.","Durham","NC","27704","GROUP HOME",36.022437,-78.883324,37063
"Just A Clean House","1204 E. Club Blvd.","Durham","NC","27704","GROUP HOME",36.023731,-78.876933,37063
"New Mt. Moriah United","4329 Anderson Avenue","Farmville","NC","27828","CHILDREN",35.585463,-77.589156,37147
"Abundant Life Christian Center","508 Bell Fork Road","Jacksonville","NC","28540","AFTER SCH",34.754868,-77.395544,37133
"Pennsylvania Home","340 East Pennsylvania Ave.","Southern Pines","NC","28387","GROUP HOME",35.171082,-79.389641,37125
"Oak Drive Home","185 Oak Dr.","Southern Pines","NC","28387","GROUP HOME",35.210367,-79.388587,37125
"Charlotte Street Monarch","113 Charlotte St.","Hamlet","NC","28345","GROUP HOME",34.885997,-79.698551,37153
"Middleton Home","340 North Middleton St.","Robbins","NC","27325","GROUP HOME",35.438058,-79.584975,37125
"Green St. Home","250 South Green St.","Robbins","NC","27325","GROUP HOME",35.427511,-79.57557,37125
"Pullen Memorial","1801 Hillsborough St.","Raleigh","NC","27605","SOUP KITCH",35.785402,-78.660645,37183
"Christ Deliverance Tabernacle","413 E. Pender Street","Wilson","NC","27893","CHILDREN",35.724958,-77.903359,37195
"Community of Hope Ministries","601 St. Mary's St.","Garner","NC","27529","AFTER SCH",35.704103,-78.613901,37183
"First Missionary Baptist","315 S. Gaines Street","Southern Pines","NC","28387","AFTER SCH",35.181802,-79.403498,37125
"Salvation Army-Carteret County","111 Hodges Street","Morehead City","NC","28557","MOBILE FP",34.732365,-76.795917,37031
"First Baptist Church of","202 South Fourth Street","Smithfield","NC","27577","FOODPANTRY",35.509359,-78.345405,37101
"East Coast Church","3114 Bridges Street","Morehead City","NC","28557","AFTER SCH",34.727345,-76.745707,37031
"East Coast Church","3114 Bridges Street","Morehead City","NC","28557","AFTER SCH",34.727345,-76.745707,37031
"New Destiny Outreach","990 Cox Avenue","Rocky Mount","NC","27801","ELDERLY NU",35.949274,-77.745776,37065
"Pamlico County Fishes & Loaves","1149 White Farm Road","Oriental","NC","28571","MOBILE FP",35.046719,-76.682123,37137
"SEEDS","706 Gilbert Street","Durham","NC","27701","AFTER SCH",35.995786,-78.890718,37063
"Our Daily Bread/Ellerbe UMC","2281 Main Street","Ellerbe","NC","28338","FOODPANTRY",35.075517,-79.76186,37153
"ACTS of Woodville Baptist Chur","450 Hwy. 70","Beaufort","NC","28516","MOBILE FP",34.776633,-76.559521,37031
"God's Way Ministries","118 Booker St","Pikeville","NC","27863","FOODPANTRY",35.491124,-77.985307,37191
"Upper Room Church of God","3300 Idlewood Village Drive","Raleigh","NC","27610","SOUP KITCH",35.736534,-78.616459,37183
"Upper Room COGIC","3300 Idlewood Village Drive","Raleigh","NC","27610","OTHER",35.736534,-78.616459,37183
"Freedom House/Durham","529 Holloway Street","Durham","NC","27701","GROUP HOME",35.995875,-78.897983,37063
"Freedon House/ Durham Houses","2404 Frances St","Durham","NC","27707","GROUP HOME",35.97474,-78.932,37063
"Freedom House Durham","309 Crutchfield St.","Durham","NC","27704","GROUP HOME",36.038893,-78.904074,37063
"Operation Sunshine, Inc.","1328 Chestnut Street","Greenville","NC","27836","FOODPANTRY",35.606245,-77.384438,37147
"Laurinburg Hope in Christ","11141 Turnpike Road","Laurinburg","NC","28352","FOODPANTRY",34.77838,-79.485726,37165
"White Oak Foundation","1621 White Oak Church Rd","Apex","NC","27523","ELDERLY NU",35.779327,-78.919221,37183
"Maysville United Methodist","804 Foy Ave","Maysville","NC","28555","MOBILE FP",34.901493,-77.227223,37103
"Pentecostal Temple","2753 W. 5th Street","Greenville","NC","27834","FOODPANTRY",35.620384,-77.415937,37147
"Pentecostal Temple","2753 W. 5th Street","Greenville","NC","27834","MOBILE FP",35.620384,-77.415937,37147
"St. John's House of Refuge","923 Onslow St","Durham","NC","27705","GROUP HOME",36.011964,-78.914679,37063
"St. John's House of Refuge","1307 W. Knox St.","Durham","NC","27701","FOODPANTRY",36.013311,-78.913298,37063
"St. John's House of Refuge","917 Onslow St.","Durham","NC","27705","AFTER SCH",36.011854,-78.914684,37063
"Child #1 Group Home","3000 Brices Creek Road","New Bern","NC","28562","GROUP HOME",35.046362,-77.099369,37049
"Tri-Area Ministry","149 East Holding Avenue","Wake Forest","NC","27587","FOODPANTRY",35.971824,-78.513106,37183
"Monarch","335 West Connecticut Ave.","Southern Pines","NC","28387","GROUP HOME",35.178215,-79.391825,37125
"Salvation Army-Raleigh","215 S. Person Street","Raleigh","NC","27601","SHELTER",35.777907,-78.634853,37183
"Cornerstone SDA Church","408 East Franklin Street","Rockingham","NC","28387","FOODPANTRY",35.340045,-79.416094,37125
"Child Evangelism Fellowship","611 St. Mary's St.","Garner","NC","27529","FOODPANTRY",35.703911,-78.61388,37183
"Harvest Word Ministry","320 Lot 36","Micro","NC","27576","FOODPANTRY",35.574835,-78.208143,37101
"Hollister Reach","64 Knight Road","Hollister","NC","27844","FOODPANTRY",36.249564,-77.91119,37083
"NC Love in Action (LIA)","238 South Tarboro Street","Wilson","NC","27893","FOODPANTRY",35.726916,-77.909396,37195
"Chatham County Group Homes","223 E. Watkins St.","Siler City","NC","27344","GROUP HOME",35.725448,-79.450521,37037
"St. Paul Church of Christ/","4009 Lake Wilson Rd.","Wilson","NC","27896","MOBILE FP",35.775816,-77.936322,37195
"DD-St. Julia's--Chatham","124 Village Lake Rd.","Siler City","NC","27344","OTHER",35.726487,-79.479653,37037
"Greene County Interfaith","412 Kingold Blvd","Snow Hill","NC","28580","FOODPANTRY",35.450646,-77.681614,37079
"Greene County Interfaith","412 Kingold Blvd","Snow Hill","NC","28580","MOBILE FP",35.450646,-77.681614,37079
"Progressive Teamworks","116 Horton St.","Zebulon","NC","27597","AFTER SCH",35.822239,-78.312907,37183
"Conetoe Chapel Missionary","205 Factory Street","Conetoe","NC","27819","AFTER SCH",35.816254,-77.457723,37065
"Immanuel Temple SDA Community","2104 S. Alston Ave.","Durham","NC","27707","AFTER SCH",35.961982,-78.887348,37063
"Union Mission, Inc.","1310 Roanoke Avenue","Roanoke Rapids","NC","27870","FOODPANTRY",36.450977,-77.659639,37083
"Union Mission, Inc.","1310 Roanoke Avenue","Roanoke Rapids","NC","27870","SOUP KITCH",36.450977,-77.659639,37083
"Union Mission, Inc.","1310 Roanoke Avenue","Roanoke Rapids","NC","27870","SHELTER",36.450977,-77.659639,37083
"Southside Church of Christ","800 Elmira Ave","Durham","NC","27707","FOODPANTRY",35.963015,-78.90084,37063
"RHA Health Services, Inc.","126 Robinhood Lane","Aberdeen","NC","28315","GROUP HOME",35.13472,-79.475184,37125
"Generations ADS","112 N. Main St.","Roxboro","NC","27573","ADULT DAY",36.39414,-78.983008,37145
"Person County Group Homes","see file for other locations","Roxboro","NC","27573","GROUP HOME",36.444333,-78.570708,37077
"St. James Methodist Church/","1011 Orange Street","Newport","NC","28570","FOODPANTRY",34.785574,-76.856641,37031
"St. Marks'/La Guadalupana","106 S. Reid Street","Wilson","NC","27893","MOBILE FP",35.717762,-77.900579,37195
"Universal Outreach","4913 Universal Drive","Wake Forest","NC","27591","FOODPANTRY",35.779195,-78.374397,37183
"Dillard Academy","504 West Elm Street","Goldsboro","NC","27530","FOODPANTRY",35.379522,-78.005188,37191
"Dillard Academy","504 West Elm Street","Goldsboro","NC","27530","OTHER",35.379522,-78.005188,37191
"Religious Community Services","919 George Street","New Bern","NC","28560","SOUP KITCH",35.114863,-77.04468,37049
"Religious Community Services","919 George Street","New Bern","NC","28560","FOODPANTRY",35.114863,-77.04468,37049
"Word of God Fellowship","3000 Rock Quary Road","Raleigh","NC","27610","AFTER SCH",35.747312,-78.5993,37183
"Word of God Fellowship","3000 Rock Quary Road","Raleigh","NC","27610","FOODPANTRY",35.747312,-78.5993,37183
"DD-Grace and Peace Tabernacle","600 East Washington Street","Mebane","NC","27302","FOODPANTRY",36.083589,-79.21864,37001
"Richlands Community Outreach","9103 Richalnds Highway","Richlands","NC","28574","MOBILE FP",34.903097,-77.554544,37133
"Salvation Army-Jacksonville","535 Bell Fork Road","Jacksonville","NC","28546","FOODPANTRY",34.754271,-77.394144,37133
"Seed Time & Harvest Fellowship","804 Berwyn Avenue","Durham","NC","27704","AFTER SCH",36.033623,-78.879398,37063
"Salvation Army-Raleigh","1863 Capital Blvd","Raleigh","NC","27604","FOODPANTRY",35.806237,-78.616422,37183
"Salvation Army-Raleigh","215 S. Person Street","Raleigh","NC","27601","SOUP KITCH",35.777907,-78.634853,37183
"Word Changing Missions","5629 Oleander Dr","Wilmington","NC","28405","FOODPANTRY",34.20887,-77.852282,37129
"NABVETS","1122 N 4th Street","Wilmington","NC","28401","FOODPANTRY",34.248705,-77.946325,37129
"Pinney's From Heaven","12 St. Joseph St #54","Carolina Beach","NC","28428","MOBILE FP",34.040437,-77.893956,37129
"House of Mercy Outreach -","4702 South College Road","Wilmington","NC","28412","FOODPANTRY",34.156164,-77.892147,37129
"Mt. Olive AME Church - Helping","1001 South 7th Street","Wilmington","NC","28401","FOODPANTRY",34.223382,-77.939172,37129
"YWCA - Grandparents Support","125 South Third Street","Wilmington","NC","28401","OTHER",34.233646,-77.945701,37129
"Facts of Life Church of the","24678 Peacock Road","Tabor City","NC","28463","FOODPANTRY",34.112382,-78.806318,37047
"St. Joy Holiness Church","19 South 16th Street","Wilmington","NC","28401","FOODPANTRY",34.236742,-77.928819,37129
"Vigilant Hope","408 Willard Street","Wilmington","NC","28401","SOUP KITCH",34.215587,-77.941828,37129
"Blue Ribbon Commission","507 McRae Street","Wilmington","NC","28401","AFTER SCH",34.241826,-77.939929,37129
"Davie St Presbyterian","300 East Davie Street","Raleigh","NC","27601","FOODPANTRY",35.775445,-78.635069,37183
"Durham Rescue Mission","1201 East Main Street","Durham","NC","27703-1858","SHELTER",35.986812,-78.886742,37063
"Durham Rescue Mission","1201 East Main Street","Durham","NC","27703-1858","FOODPANTRY",35.986812,-78.886742,37063
"Area Congregations in Ministry","634 Roxboro Rd","Oxford","NC","27565","BP",36.324056,-78.607626,37077
"ACTS/Henderson","305 S. Chestnut St.","Henderson","NC","27536","FOODPANTRY",36.327525,-78.406433,37181
"ACTS/Henderson","305 S. Chestnut","Henderson","NC","27536","SOUP KITCH",36.327525,-78.406433,37181
"RHA Health Services, Inc. -","15235 Airport Road","Maxton","NC","28364","GROUP HOME",34.780066,-79.371731,37165
"Bogue Community Citizens","1036 Jockey Road","Hallsboro","NC","28442","FOODPANTRY",34.312939,-78.609136,37047
"Towncreek Vision Corporation","PO Box 407","Leland","NC","28451","FOODPANTRY",NA,NA,NA
"Cape Fear Christian Church","811 N. College Rd.","Wilmington","NC","28405","FOODPANTRY",34.261308,-77.869901,37129
"We Care 4 You Foundation, Inc.","8910 HWY 117 N.","Watha","NC","28478","FOODPANTRY",34.690941,-77.977778,37141
"Southeastern Church of God","200 W. Lewis Street","Tabor City","NC","28463","FOODPANTRY",34.147819,-78.879182,37047
"Southeastern Church of God","200 W. Lewis St.","Tabor City","NC","28463","SOUP KITCH",34.147819,-78.879182,37047
"YWCA of the Lower Cape Fear","2815 South College Road","Wilmington","NC","28412","AFTER SCH",34.194722,-77.889065,37129
"Shoreline Food Pantry","4198 Vanessa Dr","Southport","NC","28461","FOODPANTRY",33.928757,-78.067981,37019
"Greater Restoration","3440 JB White HWY South","Whiteville","NC","28472","FOODPANTRY",33.923614,-78.327171,37019
"Western Prong Baptist Church","167 Peacock Rd","Whiteville","NC","28472","FOODPANTRY",34.430019,-78.733835,37047
"Whiteville Community Outreach","315 W.  Virquil Street","Whiteville","NC","28472","FOODPANTRY",NA,NA,NA
"First Baptist Church of Leland","517 Village Rd","Leland","NC","28451","FOODPANTRY",34.255159,-78.042583,37019
"St. Mary Missionary Baptist","6401 Ocean Hwy East","Winnabow","NC","28479","FOODPANTRY",34.14466,-78.093843,37019
"Blake's Chapel","88 Blake's Chapel Road","Hampstead","NC","28443","FOODPANTRY",34.431531,-77.629136,37141
"Union Missionary Baptist","2711 Princess Place Dr","Wilmington","NC","28405","FOODPANTRY",34.24383,-77.912072,37129
"Liberty Ministries","7957 Market Street","Wilmington","NC","28411","FOODPANTRY",34.290637,-77.800598,37129
"5th Avenue Methodist Church","409 S 5th St","Wilmington","NC","28401","BP",34.230655,-77.942607,37129
"Holy Grounds Food Pantry","2831 Carolina Beach Road","Wilmington","NC","28412","FOODPANTRY",34.187242,-77.931935,37129
"Philippians 3: Ministries, Inc","20 N. 4th Street","Wilmington","NC","28401","OTHER",34.235882,-77.944641,37129
"Bread for Life -","500 Kenwood Ave","Wilmington","NC","28405","ELDERLY NU",34.244726,-77.91766,37129
"Bread For Life","Little John Circle","WIlmington","NC","28401","FOODPANTRY",34.209576,-77.928276,37129
"Bread for Life","4901 Amy Drive","Wilmington","NC","28403","FOODPANTRY",34.236722,-77.883387,37129
"First Baptist Church of Lake","300 East Sam Potts Hwy.","Lake Waccamaw","NC","28450","FOODPANTRY",34.322002,-78.51374,37047
"Temple of Israel - Weekend","922 Market Street","Wilmington","NC","28401","ELDERLY NU",34.236099,-77.937812,37129
"Men and Women United for","25485 Andrew Jackson Hwy E","Delco","NC","28436","FOODPANTRY",34.316616,-78.236154,37047
"Ambassadors for Christ Called","4513 Franklin Ave","Wilmington","NC","28403","FOODPANTRY",34.238432,-77.888957,37129
"Salvation and Deliverance","4402 Northwest Road","Leland","NC","28451","FOODPANTRY",34.244802,-78.120908,37019
"Faith Harbor UMC","12395 Hwy 50","Hampstead","NC","28443","SOUP KITCH",34.464396,-77.56097,37141
"Faith Harbor UMC","12395 Hwy 50","Hampstead","NC","28443","FOODPANTRY",34.464396,-77.56097,37141
"St. Jude's Metropolitan","19 N. 26th St.","Wilmington","NC","28405","FOODPANTRY",34.238999,-77.913498,37129
"TAFF, Inc.","1411 HWY 117","Burgaw","NC","28425","FOODPANTRY",34.57226,-77.922843,37141
"Community Boys & Girls Club","901 Nixon Street","Wilmington","NC","28401","AFTER SCH",34.249617,-77.939656,37129
"Countywide CDC","1183 Old Mill Road","Navassa","NC","28451","FOODPANTRY",34.245207,-78.000979,37019
"Kids Making It, Inc.","617 Castle Street","Wilmington","NC","28401","AFTER SCH",34.228427,-77.940902,37129
"Step up For Soldiers","2412 Infantry Road","Wilmington","NC","28405-8889","FOODPANTRY",34.262924,-77.893563,37129
"CIS Wire Program","20 N. 4th Street","Wilmington","NC","28401","AFTER SCH",34.235882,-77.944641,37129
"Houston Moore Afterschool","1601 South 13th Street","Wilmington","NC","28401","AFTER SCH",34.216836,-77.930486,37129
"First in Families/The ARC of","5041 New Centre Dr Suite 109","Wilmington","NC","28403","ADULT DAY",34.239099,-77.876777,37129
"First in Families/The ARC","5041 New Center Drive","Wilmington","NC","28403","FOODPANTRY",34.239099,-77.876777,37129
"Good Samaritan","116 Bryan Road","Wilmington","NC","28412","FOODPANTRY",34.171006,-77.94605,37129
"First Baptist Church","409 N. Lake Park Blvd.","Carolina Beach","NC","28428","SOUP KITCH",34.03702,-77.893807,37129
"Inspirational House of Praise","1005 Village Road","Leland","NC","28451","FOODPANTRY",34.255223,-78.042544,37019
"Victory Independent","516 Varnamtown Rd.","Supply","NC","28462","FOODPANTRY",33.941169,-78.248972,37019
"The Lord's Church","1502 East Lake Shore Drive","Wilmington","NC","28401","FOODPANTRY",34.214374,-77.941103,37129
"Faith Building Missions","7025 Beach Drive","Ocean Isle Beach","NC","28469","SOUP KITCH",33.898554,-78.47644,37019
"Living Word Church","98 Old Hwy 74","Chadbourn","NC","28431","FOODPANTRY",34.333278,-78.828088,37047
"Nourish NC","601 Greenfield Street","Wilmington","NC","28401","BP",34.216946,-77.939724,37129
"Ashley Center","2002 Colwell Street","Wilmington","NC","28403","GROUP HOME",34.227816,-77.922149,37129
"Burgaw PFWB","416 West Bridger Street","Burgaw","NC","28425","FOODPANTRY",33.977894,-78.388958,37019
"Bugaw PFWB","416 West Bridgers Street","Burgaw","NC","28425","FOODPANTRY",34.551191,-77.933404,37141
"Trinity Missionary Baptist","883 Holden Beach Road","Shallotte","NC","28470","FOODPANTRY",33.972706,-78.337034,37019
"Believers Home Fellowship","212 Faith Circle","Tabor City","NC","28463","FOODPANTRY",34.268285,-77.81009,37129
"Straightway Ministries","3705 US Hwy 421 N","Wilmington","NC","28401","FOODPANTRY",34.305314,-77.979359,37129
"Straightway Ministries","3705 US Hwy 421 N","Wilmington","NC","28401","AFTER SCH",34.305314,-77.979359,37129
"Sonrise Independent Baptist","8375 River Road","Southport","NC","28461","FOODPANTRY",33.92387,-78.006413,37019
"Word of Life Outreach","10241 Blackwell Road","Leland","NC","28451","AFTER SCH",34.227744,-77.998941,37019
"Farmers Union Developmental","903 Farmers Union Road","Clarkton","NC","28433","DAY CARE",34.412274,-78.62438,37017
"Love of Christ Ministries","4308 Bus 17 N.E.","Bolivia","NC","28422","FOODPANTRY",34.077633,-78.140588,37019
"The Rock of Wilmington","3233 Burnt Mill Dr.","wilmington","NC","28403","FOODPANTRY",34.230498,-77.902379,37129
"Wilmington Family YMCA","2710 Market Street","Wilmington","NC","28403","AFTER SCH",34.238976,-77.911857,37129
"Wilmington Family YMCA","Parsley Elementary","Wilmington","NC","28409","AFTER SCH",34.235869,-78.008498,37019
"Wilmington Family YMCA","Pine Valley Elementary","Wilmington","NC","28412","AFTER SCH",34.197144,-77.89993,37129
"Wilmington Family YMCA","Castle Hayne Elementary","Castle Hayne","NC","28429","AFTER SCH",34.31733,-77.922418,37129
"St Joseph Parish Outreach","1303 Hwy 117 South","Burgaw","NC","28425","FOODPANTRY",34.536464,-77.907419,37141
"Weekend Meals on Wheels","5102 Oleander Drive","Wilmington","NC","28403","SENIOR OFF",34.208438,-77.869254,37129
"Harvest Table","211 East Columbus Street","Whiteville","NC","28472","FOODPANTRY",34.326443,-78.700821,37047
"First Fruit Ministries","2750 Vance Street","Wilmington","NC","28412","FOODPANTRY",34.188714,-77.940408,37129
"First Fruit Ministries","2750 Vance Street","Wilmington","NC","28412","SOUP KITCH",34.188714,-77.940408,37129
"First Fruit Ministries","2750 Vance Street","Wilmington","NC","28412","SHELTER",34.188714,-77.940408,37129
"Pender Adult Services, Inc.","901 S. Walker Street","Burgaw","NC","28425","ELDERLY NU",34.542096,-77.910491,37141
"Brunswick Islands Baptist","1672 Mt. Pisgah Road","Supply","NC","28462","FOODPANTRY",33.951723,-78.310809,37019
"LINC, Inc.","222 Division Drive","Wilmington","NC","28401","GROUP HOME",34.263499,-77.926071,37129
"LITE (Linc's Initiative","801 Princess St.","Wilmington","NC","28401","AFTER SCH",34.237221,-77.9395,37129
"Livingstones Tabernacle","127 Sloop Point Road","Hampstead","NC","28443","FOODPANTRY",34.432816,-77.629262,37141
"South Brunswick Inter-Church","4807 Main Street","Shallotte","NC","28459","FOODPANTRY",33.965192,-78.395333,37019
"Wrightsboro United Methodist","3300 North Kerr Avenue","Wilmington","NC","28405","FOODPANTRY",34.288939,-77.913036,37129
"Trinity Tabernacle Full","1029 George II Highway","Winnabow","NC","28479","FOODPANTRY",34.096486,-78.088379,37019
"Southport Oak Island InterChur","249 West Boiling Spring Road","Boiling Spring Lakes","NC","28461","FOODPANTRY",34.028364,-78.068428,37019
"Myrtle Grove SDA Church","7547 Carolina Beach Road","Wilmington","NC","28412","FOODPANTRY",34.06762,-77.897509,37129
"Mother Hubbard's Cupboard","221 N. 2nd St.","Wilmington","NC","28401","FOODPANTRY",34.2379,-77.94778,37129
"Salvation Army-Wilmington","820 North 2nd Street","Wilmington","NC","28401","SHELTER",34.245415,-77.948629,37129
"Salvation Army-Wilmington","820 North 2nd Street","Wilmington","NC","28401","SOUP KITCH",34.245415,-77.948629,37129
"Salvation Army - Wilmington","820 N. 2nd Street","Wilmington","NC","28401","FOODPANTRY",34.245415,-77.948629,37129
"Stepping Stone Manor","416 Walnut Street","Wilmington","NC","28401","GROUP HOME",34.240153,-77.945159,37129
"Coastal Horizons","615 Shipyard Blvd.","Wilmington","NC","28412","SHELTER",34.1918,-77.928865,37129
"St. Brendans Church","5101 Ocean Hwy W.","Shallotte","NC","28470","FOODPANTRY",33.95767,-78.428089,37019
"Brunswick Family Assistance","4600-8 Main Street","Shallotte","NC","28469","FOODPANTRY",33.897439,-78.394127,37019
"Tileston Outreach","412 Ann Street","Wilmington","NC","28401","FOODPANTRY",34.23184,-77.94411,37129
"Diabetic Services","412 Anne  Street","Wilmington","NC","28401","OTHER",34.23184,-77.94411,37129
"Federal Point Help Center","Carolina Beach Recreation","Carolina Beach","NC","28428","FOODPANTRY",34.033516,-77.89254,37129
"Brigade Boys and Girl's Club","2759 Vance Street","Wilmington","NC","28412","AFTER SCH",34.188488,-77.940257,37129
