name,address,city,state,zip_code,program_code,lat,lng,fips_county,GoogleLat,GoogleLon,GoogleCounty,GoogleZip,GoogleZip+4,zipmatch,CountyMatch,fips_county_name
Christian Faith Ministries,507 South Third St.,Sanford,NC,27330,SHELTER,35.477025,-79.17027,37105,35.477089,-79.169995,Lee,27330,4807,TRUE,TRUE,
Christian Faith Ministries,705 Chatham St.,Sanford,NC,27330,SHELTER,35.474183,-79.1711,37105,35.474236,-79.170499,Lee,27330,4814,TRUE,TRUE,
Christian Faith Ministries,705 Chatham St.,Sanford,NC,27330,SOUP KITCH,35.474183,-79.1711,37105,35.474236,-79.170499,Lee,27330,4814,TRUE,TRUE,
"God's City of Refuge, Inc.",953 Hibbs Road,Newport,NC,28570-1838,FOODPANTRY,34.749455,-76.878284,37031,34.748907,-76.875966,Carteret,28570,9127,FALSE,TRUE,
Victory Chapel,2720 Poole Rd,Raleigh,NC,27610,MOBILE FP,35.77212,-78.597654,37183,35.771623,-78.596877,Wake,27610,2824,TRUE,TRUE,
Cameron Girls Camp,676 Hight Road,Aberdeen,NC,28315,GROUP HOME,35.10678,-79.41523,37125,35.103726,-79.409715,Moore,28315,8951,TRUE,TRUE,
Wildwood Presbyterian Church,276 Wildwood Road,Newport,NC,28570,FOODPANTRY,34.7489,-76.825446,37031,34.7491732,-76.8262612,Carteret,28570,,TRUE,TRUE,
Second Chance Mission Of Hope,309 Court Street,Jacksonville,NC,28540,FOODPANTRY,34.747128,-77.43222,37133,34.747509,-77.432308,Onslow,28540,4625,TRUE,TRUE,
Second Chance Mission Of Hope,309 Court Street,Jacksonville,NC,28540,SHELTER,34.747128,-77.43222,37133,34.747509,-77.432308,Onslow,28540,4625,TRUE,TRUE,
House of Fordham/Goldsboro,412 North William Street,Goldsboro,NC,27530,FOODPANTRY,35.386207,-77.991857,37191,35.386836,-77.991237,Wayne,27530,2802,TRUE,TRUE,
House of Fordham,500 North. William Street,Goldsboro,NC,27530,SHELTER,35.387361,-77.991439,37191,35.3873701,-77.9914113,Wayne,27530,2804,TRUE,TRUE,
Lifeline Outreach/Henderson,2014 Raleigh Road,Henderson,NC,27536,FOODPANTRY,36.302949,-78.407652,37181,36.2661776,-78.4080629,Vance,27537,,FALSE,TRUE,
Church of God of Prophecy,5005 Western Bvd,Raleigh,NC,27606,DAY CARE,35.786498,-78.709263,37183,35.78566,-78.709017,Wake,27606,1751,TRUE,TRUE,
Regeneration Development,107 NE First Street,Pinetops,NC,27864,MOBILE FP,35.791128,-77.637378,37065,35.7911564,-77.6373264,Edgecombe,27864,,TRUE,TRUE,
Regeneration Development,107 N.E. 1st Street,Pinetops,NC,27864,OTHER,35.791128,-77.637378,37065,35.7911564,-77.6373264,Edgecombe,27864,,TRUE,TRUE,
Regeneration Development,107 N.E. 1st Street,Pinetops,NC,27864,FOODPANTRY,35.791128,-77.637378,37065,35.7911564,-77.6373264,Edgecombe,27864,,TRUE,TRUE,
Salvation Army-New Bern,503 Guion Street,New Bern,NC,28563,SOUP KITCH,35.115763,-77.045337,37049,35.1154649,-77.0456072,Craven,28560,3258,FALSE,TRUE,
St. Peter's Development Center,1295 East Mumford Road,Greenville,NC,27834,AFTER SCH,35.627601,-77.35489,37147,35.628619,-77.354495,Pitt,27834,1348,TRUE,TRUE,
NEEDS Center,6742 E. Wilson Street,Fountain,NC,27829,FOODPANTRY,35.674076,-77.639701,37147,35.674469,-77.639253,Pitt,27829,,TRUE,TRUE,
NEEDS Center,6742 E. Wilson Street,Fountain,NC,27829,AFTER SCH,35.674076,-77.639701,37147,35.674469,-77.639253,Pitt,27829,,TRUE,TRUE,
"ADLA, Inc.",612 South Breazeale Avenue,Mount Olive,NC,28365,SOUP KITCH,35.18997,-78.074971,37191,35.190295,-78.076747,Wayne,28365,2606,TRUE,TRUE,
"ADLA, Inc.",612 South Breazeale Avenue,Mount Olive,NC,28365,AFTER SCH,35.18997,-78.074971,37191,35.190295,-78.076747,Wayne,28365,2606,TRUE,TRUE,
Tarboro Community Outreach,701 Cedar Lane,Tarboro,NC,27886,MOBILE FP,35.896156,-77.540154,37065,35.896478,-77.539698,Edgecombe,27886,4201,TRUE,TRUE,
Tarboro Community Outreach,701 Cedar Lane,Tarboro,NC,27886,SOUP KITCH,35.896156,-77.540154,37065,35.896478,-77.539698,Edgecombe,27886,4201,TRUE,TRUE,
Tarboro Community Outreach,701 Cedar Lane,Tarboro,NC,27886,SHELTER,35.896156,-77.540154,37065,35.896478,-77.539698,Edgecombe,27886,4201,TRUE,TRUE,
Tarboro Community Outreach,701 Cedar Lane,Tarboro,NC,27886,FOODPANTRY,35.896156,-77.540154,37065,35.896478,-77.539698,Edgecombe,27886,4201,TRUE,TRUE,
Salvation Army-Goldsboro,610 N. William Street,Goldsboro,NC,27530,FOODPANTRY,35.388772,-77.990768,37191,35.3894827,-77.9901382,Wayne,27530,2806,TRUE,TRUE,
Salvation Army-Goldsboro,610 N. William Street,Goldsboro,NC,27530,SHELTER,35.388772,-77.990768,37191,35.3894827,-77.9901382,Wayne,27530,2806,TRUE,TRUE,
Concerned Citizens Of Tillery,321 Community Center Road,Tillery,NC,27887,FOODPANTRY,35.954571,-77.938682,37127,36.259161,-77.47881,Halifax,27839,,FALSE,FALSE,Nash
Concerned Citizens Of Tillery,321 Community Center Road,Tillery,NC,27887,SOUP KITCH,35.954571,-77.938682,37127,36.259161,-77.47881,Halifax,27839,,FALSE,FALSE,Nash
Wilson County Interfaith,311 Nash Street,Wilson,NC,27893,MOBILE FP,35.724086,-77.909256,37195,35.8077481,-77.8638042,Wilson,27822,9235,FALSE,TRUE,
Wilson County Interfaith,309 Goldsboro Street,Wilson,NC,27893,SHELTER,35.715559,-77.924015,37195,35.727733,-77.9069358,Wilson,27893,,TRUE,TRUE,
Wilson County Interfaith,309 Goldsboro Street,Wilson,NC,27893,FOODPANTRY,35.715559,-77.924015,37195,35.727733,-77.9069358,Wilson,27893,,TRUE,TRUE,
Temple Emmanuel,8 Sycamore Street,Weldon,NC,27890,SOUP KITCH,36.4283,-77.594584,37083,36.4286112,-77.5941523,Halifax,27890,1856,TRUE,TRUE,
People Living in All,3181 Highway 70W,Smithfield,NC,27520,FOODPANTRY,35.5656,-78.337314,37101,35.5540078,-78.3848233,Johnston,27577,,FALSE,TRUE,
People Living in All,3181 Highway 70W,Smithfield,NC,27520,GROUP HOME,35.5656,-78.337314,37101,35.5540078,-78.3848233,Johnston,27577,,FALSE,TRUE,
Sure Promise Chritian Church,4301 Pearl Rd.,Raleigh,NC,27610,DAY CARE,35.723908,-78.561211,37183,35.724035,-78.560261,Wake,27610,6113,TRUE,TRUE,
Greater Word of Life,114 East Hamlet Street,Pinetops,NC,27864,ELDERLY NU,35.788924,-77.632003,37065,35.7910995,-77.6375192,Edgecombe,27864,,TRUE,TRUE,
Greater Word of Life,114 East Hamlet Street,Pinetops,NC,27864,FOODPANTRY,35.788924,-77.632003,37065,35.7910995,-77.6375192,Edgecombe,27864,,TRUE,TRUE,
Third Street Community Center,600 West Third Street,Greenville,NC,27834,OTHER,35.61446,-77.379646,37147,35.6153818,-77.3801223,Pitt,27834,1926,TRUE,TRUE,
Middlesex Church of God,5407 South NC 231,Middlesex,NC,27557,SENIOR OFF,35.739921,-78.256624,37127,35.846357,-78.175025,Nash,27557,8556,TRUE,TRUE,
Faith Developmental Community,655 Sussex Street,Kinston,NC,28501,AFTER SCH,34.785897,-77.434703,37133,35.259569,-77.647361,Lenoir,28504,8320,FALSE,FALSE,Onslow
Faith Developmental Community,655 Sussex Street,Kinston,NC,28501,CHILDREN,34.785897,-77.434703,37133,35.259569,-77.647361,Lenoir,28504,8320,FALSE,FALSE,Onslow
Rose Hill Free Will Baptist,6236 County Home Road,Winterville,NC,28590,BP,35.497457,-77.352888,37147,35.4936818,-77.3536428,Pitt,28590,,TRUE,TRUE,
Rose Hill Free Will Baptist,6236 County Home Road,Winterville,NC,28590,ELDERLY NU,35.497457,-77.352888,37147,35.4936818,-77.3536428,Pitt,28590,,TRUE,TRUE,
United Missionary,907 Main Street,New Bern,NC,28561,SOUP KITCH,34.900076,-77.231598,37103,35.113164,-77.048293,Craven,28560,3940,FALSE,FALSE,Jones
United Community Ministries,341 Mc Donald Street,Rocky Mount,NC,27802,FOODPANTRY,35.57489,-77.274602,37147,35.947331,-77.79767,Nash,27804,5439,FALSE,FALSE,Pitt
United Community Ministries,341 Mc Donald Street,Rocky Mount,NC,27802,SOUP KITCH,35.57489,-77.274602,37147,35.947331,-77.79767,Nash,27804,5439,FALSE,FALSE,Pitt
United Community Ministries,341 Mc Donald Street,Rocky Mount,NC,27802,SHELTER,35.57489,-77.274602,37147,35.947331,-77.79767,Nash,27804,5439,FALSE,FALSE,Pitt
"Kingdom Care, Inc.",1701 Staton Mill Road,Greenville,NC,27836,FOODPANTRY,35.685737,-77.35979,37147,35.685991,-77.359591,Pitt,27834,,FALSE,TRUE,
"Kingdom Care, Inc.",1701 Staton Mill Road,Greenville,NC,27836,SOUP KITCH,35.685737,-77.35979,37147,35.685991,-77.359591,Pitt,27834,,FALSE,TRUE,
Coats Methodist Church,288 East South Street,Coats,NC,27521,SOUP KITCH,35.403026,-78.667964,37085,35.4029822,-78.6670548,Harnett,27521,,TRUE,TRUE,
Coats Methodist Church,288 East South Street,Coats,NC,27521,FOODPANTRY,35.403026,-78.667964,37085,35.4029822,-78.6670548,Harnett,27521,,TRUE,TRUE,
New Hope Community Outreach,504 Main Street,Maysville,NC,28555,MOBILE FP,34.905008,-77.231522,37103,34.9050074,-77.2316123,Jones,28555,,TRUE,TRUE,
Better Days Ministries,2245 Garner Rd.,Raleigh,NC,27601,OTHER,35.765679,-78.631524,37183,35.748589,-78.6300399,Wake,27610,4609,FALSE,TRUE,
"Open Door Management, Inc",1675 Halltown Road,Jacksonville,NC,28546,AFTER SCH,34.77336,-77.355759,37133,34.772727,-77.354091,Onslow,28546,4565,TRUE,TRUE,
Staton Mill Road Community,1251 Fleming School Rd,Greenville,NC,27834,ELDERLY NU,35.658345,-77.391351,37147,35.658395,-77.393736,Pitt,27834,,TRUE,TRUE,
Staton Mill Road Community,1251 Fleming School Rd,Greenville,NC,27834,MOBILE FP,35.658345,-77.391351,37147,35.658395,-77.393736,Pitt,27834,,TRUE,TRUE,
Church of God,4004 Main Street,Tarboro,NC,27886,MOBILE FP,35.9266,-77.583809,37065,35.9266271,-77.5840663,Edgecombe,27886,,TRUE,TRUE,
Ebenezer Missionary Baptist,625 Raleigh Rd,Rocky Mount,NC,27802,AFTER SCH,35.935062,-77.807199,37127,35.9349786,-77.8073412,Nash,27803,2760,FALSE,TRUE,
Ebenezer Missionary Baptist,625 Raleigh Road,Rocky Mount,NC,27802,SOUP KITCH,35.935062,-77.807199,37127,35.9349786,-77.8073412,Nash,27803,2760,FALSE,TRUE,
Word of Faith Ministries Food,1288 N NC 11-903,Kenansville,NC,28349,MOBILE FP,34.623373,-78.609645,37017,35.0106033,-77.894507,Duplin,28349,,TRUE,FALSE,Bladen
Word of Faith Ministries Food,336 Cooper Street,Kenansville,NC,28349,FOODPANTRY,34.96388,-77.971615,37061,34.9638449,-77.9706043,Duplin,28349,,TRUE,TRUE,
Peletah Ministries,2305 Neuse Blvd,New Bern,NC,28560,FOODPANTRY,35.115523,-77.072652,37049,35.1154287,-77.0727514,Craven,28560,4307,TRUE,TRUE,
Peletah Ministries,2305 neuse Blvd.,New Bern,NC,28560,FOODPANTRY,35.115523,-77.072652,37049,35.1154287,-77.0727514,Craven,28560,4307,TRUE,TRUE,
Peletah Ministries,2305 Neuse Blvd,New Bern,NC,28560,AFTER SCH,35.115523,-77.072652,37049,35.1154287,-77.0727514,Craven,28560,4307,TRUE,TRUE,
Freedom Family Foundation,Dickinson Avenue,Greenville,NC,27834,MOBILE FP,35.609986,-77.3752,37147,35.5826169,-77.4176422,Pitt,,,FALSE,TRUE,
Rockingham District,12th 3rd Street,East Laurinburg,NC,28352,AFTER SCH,34.768789,-79.44735,37165,34.7703364,-79.4465965,Scotland,28352,,TRUE,TRUE,
Rey de Reyes Pentecostal,2109 Daly Waldrop Road,Kinston,NC,28501,MOBILE FP,35.293268,-77.645546,37107,35.2923339,-77.64819,Lenoir,28504,9024,FALSE,TRUE,
Freedom Family Foundation,601 West Road,Kinston,NC,28501,MOBILE FP,35.267891,-77.593914,37107,35.268335,-77.593531,Lenoir,28501,4157,TRUE,TRUE,
Hearts For Children Intl.,14705 New Light Rd,Wake Forest,NC,27587,OTHER,36.004443,-78.663162,37183,36.0184209,-78.655534,Wake,27587,8620,TRUE,TRUE,
Area Day Reporting Program for Jasper Hayes Omega Center,822 Cedar Street,New Bern,NC,28560,FOODPANTRY,35.106704,-77.072719,37049,35.112187,-77.04706,Craven,28560,,TRUE,TRUE,
Abundant Life Church,2965 Forest Hills Road,Wilson,NC,27893,SEASONAL,35.702846,-77.949651,37195,35.702368,-77.948577,Wilson,27893,9298,TRUE,TRUE,
Abundant Life Church,921 Carolina Street,Wilson,NC,27893,DAY CARE,35.720851,-77.902631,37195,35.720967,-77.901435,Wilson,27893,5413,TRUE,TRUE,
Lighthouse Christian,9856 Highway 210,Four Oaks,NC,27524,SOUP KITCH,35.509126,-78.518149,37101,35.5090541,-78.5181682,Johnston,27524,,TRUE,TRUE,
Lighthouse Christian,5058 Highway 701,Four Oaks,NC,27524,FOODPANTRY,35.375074,-78.366751,37101,35.3748843,-78.3668187,Johnston,27524,,TRUE,TRUE,
Mt. Hebron Seventh Day,700 S. Penders Street,Wilson,NC,27893,CHILDREN,36.43419,-77.609939,37083,35.714107,-77.90618,Wilson,27893,5231,TRUE,FALSE,Halifax
Mt. Hebron SDA Church,700 S. Pender Street,Wilson,NC,27893,SOUP KITCH,35.714265,-77.905811,37195,35.714107,-77.90618,Wilson,27893,5231,TRUE,TRUE,
Calvary Baptist Church,119 Bunch Road,Beaufort,NC,28516,MOBILE FP,34.733477,-76.65056,37031,34.7333139,-76.6497343,Carteret,28516,8641,TRUE,TRUE,
Calvary Baptist Church,119 Bunch Road,Beaufort,NC,28516,SOUP KITCH,34.733477,-76.65056,37031,34.7333139,-76.6497343,Carteret,28516,8641,TRUE,TRUE,
Armor of God Christian Church,"4051 S. Memorial Drive, Suite",Winterville,NC,28590,DAY CARE,35.553874,-77.405872,37147,35.554312,-77.405095,Pitt,28590,7874,TRUE,TRUE,
Armor of God Christian Church,1400 W 5th Street,Greenville,NC,27834,FOODPANTRY,35.612988,-77.388689,37147,35.613269,-77.388829,Pitt,27834,2906,TRUE,TRUE,
Armor of God Christian Church,2648 Mill Street,Winterville,NC,28590,FOODPANTRY,35.526544,-77.403433,37147,35.527105,-77.4035789,Pitt,28590,9228,TRUE,TRUE,
DD-Ministerios Guerreros De,1800 N. Roxboro Street,Durham,NC,27701,DIRECT DST,36.012895,-78.89096,37063,36.0129192,-78.890916,Durham,27701,1351,TRUE,TRUE,
Churches Outreach  Network,7406 Main Street,Bethel,NC,27812,FOODPANTRY,35.809768,-77.373347,37147,35.8079151,-77.3731076,Pitt,27812,,TRUE,TRUE,
Churches Outreach  Network,7406 Main Street,Bethel,NC,27812,ELDERLY NU,35.809768,-77.373347,37147,35.8079151,-77.3731076,Pitt,27812,,TRUE,TRUE,
Churches Outreach Network,700 Albemarle Avenue,Greenville,NC,27834,ELDERLY NU,35.609819,-77.380204,37147,35.610424,-77.3804,Pitt,27834,3105,TRUE,TRUE,
Churches Outreach Network,2921 Briery Swamp Rd.,Stokes,NC,27884,ELDERLY NU,35.712104,-77.239227,37147,35.711394,-77.240969,Pitt,27884,,TRUE,TRUE,
Churches Outreach Network,2921 Briery Swamp Rd.,Stokes,NC,27884,FOODPANTRY,35.712104,-77.239227,37147,35.711394,-77.240969,Pitt,27884,,TRUE,TRUE,
DD-Word Harvest International,2403 Lednum Street,Durham,NC,27709,DIRECT DST,36.028005,-78.909768,37063,36.028015,-78.9103,Durham,27705,3440,FALSE,TRUE,
Open Door Ministry of Faith,740 Planters Street,Rocky Mount,NC,27801,SOUP KITCH,35.928723,-77.788073,37065,35.9288669,-77.787375,Edgecombe,27801,,TRUE,TRUE,
Mount Calvary Grace & Mercy,411 Watauga Avenue,Greenville,NC,27834,SOUP KITCH,35.605831,-77.38963,37147,35.606177,-77.390516,Pitt,27834,3848,TRUE,TRUE,
Inter-Generational Community,1100 Ward Street,Greenville,NC,27834,AFTER SCH,35.613737,-77.385142,37147,35.614105,-77.3853,Pitt,27834,1860,TRUE,TRUE,
The Way of the Cross Outreach,64 Craigmont Avenue,Roanoke Rapids,NC,27870,SOUP KITCH,36.447026,-77.699311,37083,36.4469519,-77.6985249,Halifax,27870,,TRUE,TRUE,
"Project Anna, Inc",120 S. Skinner Street,Greenville,NC,27834,MOBILE FP,35.602526,-77.388011,37147,35.601931,-77.387778,Pitt,27834,3889,TRUE,TRUE,
Living Waters Ministries of,7421 US Hwy 258 South,Pinetops,NC,27864,FOODPANTRY,35.806649,-77.588915,37065,35.8067449,-77.5890054,Edgecombe,27864,,TRUE,TRUE,
"Mt. Carmel, Inc. HELPS",2542 Onslow Drive,Jacksonville,NC,28540,FOODPANTRY,34.764243,-77.418831,37133,34.7640691,-77.4183729,Onslow,28540,5610,TRUE,TRUE,
"Mt. Carmel, Inc. HELPS Shelter",405 Country Club Drive,Jacksonville,NC,28540,SHELTER,34.856518,-77.4958,37133,34.774623,-77.371542,Onslow,28546,7422,FALSE,TRUE,
"Mt. Carmel, Inc. HELPS",19 East Doris Avenue,Jacksonville,NC,28540,MOBILE FP,34.7775,-77.42822,37133,34.7780099,-77.4174673,Onslow,28540,5147,TRUE,TRUE,
"Mt. Carmel, Inc. HELPS",237-2 New River Drive,Jacksonville,NC,28546,SOUP KITCH,34.74759,-77.409865,37133,34.7476155,-77.4098466,Onslow,28540,,FALSE,TRUE,
"Mt. Carmel, Inc. HELPS",201 New Bridges Street,Jacksonville,NC,28540,OTHER,35.113698,-76.956665,37049,34.751314,-77.430525,Onslow,28540,4736,TRUE,FALSE,Craven
The Word Became Flesh,1401 Goldsboro Street,Wilson,NC,27894,GROUP HOME,35.712664,-77.924872,37195,35.7126125,-77.9248907,Wilson,27893,5820,FALSE,TRUE,
Just a Clean House,400 Raynor St.,Durham,NC,27704,GROUP HOME,35.988723,-78.873314,37063,35.988861,-78.872925,Durham,27703,3132,FALSE,TRUE,
Just a Clean House,1917 Taylor St.,Durham,NC,27704,GROUP HOME,35.988944,-78.878084,37063,35.9890616,-78.876618,Durham,27703,3148,FALSE,TRUE,
Just a Clean House,2511 Stephenson St.,Durham,NC,27704,GROUP HOME,36.022437,-78.883324,37063,36.023006,-78.883966,Durham,27704,4537,TRUE,TRUE,
Just A Clean House,1204 E. Club Blvd.,Durham,NC,27704,GROUP HOME,36.023731,-78.876933,37063,36.023141,-78.877079,Durham,27704,4618,TRUE,TRUE,
New Mt. Moriah United,4329 Anderson Avenue,Farmville,NC,27828,CHILDREN,35.585463,-77.589156,37147,35.585302,-77.591302,Pitt,27828,,TRUE,TRUE,
Abundant Life Christian Center,508 Bell Fork Road,Jacksonville,NC,28540,AFTER SCH,34.754868,-77.395544,37133,34.7535611,-77.3919427,Onslow,28540,6309,TRUE,TRUE,
Pennsylvania Home,340 East Pennsylvania Ave.,Southern Pines,NC,28387,GROUP HOME,35.171082,-79.389641,37125,35.171045,-79.389752,Moore,28387,6128,TRUE,TRUE,
Oak Drive Home,185 Oak Dr.,Southern Pines,NC,28387,GROUP HOME,35.210367,-79.388587,37125,35.210436,-79.388041,Moore,28387,2205,TRUE,TRUE,
Charlotte Street Monarch,113 Charlotte St.,Hamlet,NC,28345,GROUP HOME,34.885997,-79.698551,37153,34.8860397,-79.6985241,Richmond,28345,2703,TRUE,TRUE,
Middleton Home,340 North Middleton St.,Robbins,NC,27325,GROUP HOME,35.438058,-79.584975,37125,35.437921,-79.584613,Moore,27325,7362,TRUE,TRUE,
Green St. Home,250 South Green St.,Robbins,NC,27325,GROUP HOME,35.427511,-79.57557,37125,35.427271,-79.575667,Moore,27325,8017,TRUE,TRUE,
Pullen Memorial,1801 Hillsborough St.,Raleigh,NC,27605,SOUP KITCH,35.785402,-78.660645,37183,35.7851212,-78.6609256,Wake,27605,1664,TRUE,TRUE,
Christ Deliverance Tabernacle,413 E. Pender Street,Wilson,NC,27893,CHILDREN,35.724958,-77.903359,37195,35.725474,-77.903387,Wilson,27893,4241,TRUE,TRUE,
Community of Hope Ministries,601 St. Mary's St.,Garner,NC,27529,AFTER SCH,35.704103,-78.613901,37183,35.7031605,-78.6140467,Wake,27529,3803,TRUE,TRUE,
First Missionary Baptist,315 S. Gaines Street,Southern Pines,NC,28387,AFTER SCH,35.181802,-79.403498,37125,35.181585,-79.403668,Moore,28387,4533,TRUE,TRUE,
Salvation Army-Carteret County,111 Hodges Street,Morehead City,NC,28557,MOBILE FP,34.732365,-76.795917,37031,34.7334223,-76.7965888,Carteret,28557,,TRUE,TRUE,
First Baptist Church of,202 South Fourth Street,Smithfield,NC,27577,FOODPANTRY,35.509359,-78.345405,37101,35.509133,-78.345982,Johnston,27577,4554,TRUE,TRUE,
East Coast Church,3114 Bridges Street,Morehead City,NC,28557,AFTER SCH,34.727345,-76.745707,37031,34.727747,-76.745958,Carteret,28557,3242,TRUE,TRUE,
East Coast Church,3114 Bridges Street,Morehead City,NC,28557,AFTER SCH,34.727345,-76.745707,37031,34.727747,-76.745958,Carteret,28557,3242,TRUE,TRUE,
New Destiny Outreach,990 Cox Avenue,Rocky Mount,NC,27801,ELDERLY NU,35.949274,-77.745776,37065,35.949375,-77.747102,Edgecombe,27801,3742,TRUE,TRUE,
Pamlico County Fishes & Loaves,1149 White Farm Road,Oriental,NC,28571,MOBILE FP,35.046719,-76.682123,37137,35.045794,-76.680025,Pamlico,28571,9811,TRUE,TRUE,
SEEDS,706 Gilbert Street,Durham,NC,27701,AFTER SCH,35.995786,-78.890718,37063,35.9955449,-78.8902245,Durham,27701,3508,TRUE,TRUE,
Our Daily Bread/Ellerbe UMC,2281 Main Street,Ellerbe,NC,28338,FOODPANTRY,35.075517,-79.76186,37153,35.0736792,-79.7611714,Richmond,28338,,TRUE,TRUE,
ACTS of Woodville Baptist Chur,450 Hwy. 70,Beaufort,NC,28516,MOBILE FP,34.776633,-76.559521,37031,34.7182757,-76.6562604,Carteret,28516,,TRUE,TRUE,
God's Way Ministries,118 Booker St,Pikeville,NC,27863,FOODPANTRY,35.491124,-77.985307,37191,35.491096,-77.98231,Wayne,27863,,TRUE,TRUE,
Upper Room Church of God,3300 Idlewood Village Drive,Raleigh,NC,27610,SOUP KITCH,35.736534,-78.616459,37183,35.7375167,-78.6177903,Wake,27610,5969,TRUE,TRUE,
Upper Room COGIC,3300 Idlewood Village Drive,Raleigh,NC,27610,OTHER,35.736534,-78.616459,37183,35.7375167,-78.6177903,Wake,27610,5969,TRUE,TRUE,
Freedom House/Durham,529 Holloway Street,Durham,NC,27701,GROUP HOME,35.995875,-78.897983,37063,35.994819,-78.89106,Durham,27701,3457,TRUE,TRUE,
Freedon House/ Durham Houses,2404 Frances St,Durham,NC,27707,GROUP HOME,35.97474,-78.932,37063,35.975057,-78.932444,Durham,27707,1908,TRUE,TRUE,
Freedom House Durham,309 Crutchfield St.,Durham,NC,27704,GROUP HOME,36.038893,-78.904074,37063,36.0381208,-78.9034984,Durham,27704,2754,TRUE,TRUE,
"Operation Sunshine, Inc.",1328 Chestnut Street,Greenville,NC,27836,FOODPANTRY,35.606245,-77.384438,37147,35.606324,-77.385247,Pitt,27834,3961,FALSE,TRUE,
Laurinburg Hope in Christ,11141 Turnpike Road,Laurinburg,NC,28352,FOODPANTRY,34.77838,-79.485726,37165,34.731781,-79.500762,Scotland,28352,1213,TRUE,TRUE,
White Oak Foundation,1621 White Oak Church Rd,Apex,NC,27523,ELDERLY NU,35.779327,-78.919221,37183,35.7804829,-78.918971,Wake,27523,6066,TRUE,TRUE,
Maysville United Methodist,804 Foy Ave,Maysville,NC,28555,MOBILE FP,34.901493,-77.227223,37103,34.9000639,-77.227012,Jones,28555,7043,TRUE,TRUE,
Pentecostal Temple,2753 W. 5th Street,Greenville,NC,27834,FOODPANTRY,35.620384,-77.415937,37147,35.619549,-77.415179,Pitt,27834,7817,TRUE,TRUE,
Pentecostal Temple,2753 W. 5th Street,Greenville,NC,27834,MOBILE FP,35.620384,-77.415937,37147,35.619549,-77.415179,Pitt,27834,7817,TRUE,TRUE,
St. John's House of Refuge,923 Onslow St,Durham,NC,27705,GROUP HOME,36.011964,-78.914679,37063,36.013082,-78.914883,Durham,27705,4246,TRUE,TRUE,
St. John's House of Refuge,1307 W. Knox St.,Durham,NC,27701,FOODPANTRY,36.013311,-78.913298,37063,36.0131818,-78.91402,Durham,27705,4230,FALSE,TRUE,
St. John's House of Refuge,917 Onslow St.,Durham,NC,27705,AFTER SCH,36.011854,-78.914684,37063,36.012671,-78.914908,Durham,27705,4246,TRUE,TRUE,
Child #1 Group Home,3000 Brices Creek Road,New Bern,NC,28562,GROUP HOME,35.046362,-77.099369,37049,35.047387,-77.099352,Craven,28562,8592,TRUE,TRUE,
Tri-Area Ministry,149 East Holding Avenue,Wake Forest,NC,27587,FOODPANTRY,35.971824,-78.513106,37183,35.9720574,-78.5133183,Wake,27587,2928,TRUE,TRUE,
Monarch,335 West Connecticut Ave.,Southern Pines,NC,28387,GROUP HOME,35.178215,-79.391825,37125,35.178355,-79.391602,Moore,28387,4701,TRUE,TRUE,
Salvation Army-Raleigh,215 S. Person Street,Raleigh,NC,27601,SHELTER,35.777907,-78.634853,37183,35.7774209,-78.634506,Wake,27601,1423,TRUE,TRUE,
Cornerstone SDA Church,408 East Franklin Street,Rockingham,NC,28387,FOODPANTRY,35.340045,-79.416094,37125,34.938402,-79.769989,Richmond,28379,3607,FALSE,FALSE,Moore
Child Evangelism Fellowship,611 St. Mary's St.,Garner,NC,27529,FOODPANTRY,35.703911,-78.61388,37183,35.702899,-78.613483,Wake,27529,3803,TRUE,TRUE,
Harvest Word Ministry,320 Lot 36,Micro,NC,27576,FOODPANTRY,35.574835,-78.208143,37101,35.5156445,-78.2426507,Johnston,27569,9794,FALSE,TRUE,
Hollister Reach,64 Knight Road,Hollister,NC,27844,FOODPANTRY,36.249564,-77.91119,37083,36.251413,-77.9108059,Halifax,27844,9791,TRUE,TRUE,
NC Love in Action (LIA),238 South Tarboro Street,Wilson,NC,27893,FOODPANTRY,35.726916,-77.909396,37195,35.7243602,-77.9142679,Wilson,27893,3915,TRUE,TRUE,
Chatham County Group Homes,223 E. Watkins St.,Siler City,NC,27344,GROUP HOME,35.725448,-79.450521,37037,35.724677,-79.449882,Chatham,27344,3337,TRUE,TRUE,
St. Paul Church of Christ,4009 Lake Wilson Rd.,Wilson,NC,27896,MOBILE FP,35.775816,-77.936322,37195,35.776268,-77.936333,Wilson,27896,8942,TRUE,TRUE,
DD-St. Julia's--Chatham,124 Village Lake Rd.,Siler City,NC,27344,OTHER,35.726487,-79.479653,37037,35.7390321,-79.4689253,Chatham,27344,1821,TRUE,TRUE,
Greene County Interfaith,412 Kingold Blvd,Snow Hill,NC,28580,FOODPANTRY,35.450646,-77.681614,37079,35.4389964,-77.654548,Greene,28580,,TRUE,TRUE,
Greene County Interfaith,412 Kingold Blvd,Snow Hill,NC,28580,MOBILE FP,35.450646,-77.681614,37079,35.4389964,-77.654548,Greene,28580,,TRUE,TRUE,
Progressive Teamworks,116 Horton St.,Zebulon,NC,27597,AFTER SCH,35.822239,-78.312907,37183,35.821855,-78.314783,Wake,27597,2628,TRUE,TRUE,
